Car,135.3,138.7,3.4
Abra,129.7,130.6,0.9
Apayao,126.2,129.7,3.5
Benguet,136.6,141.3,4.7
ifugao,140.4,142.5,2.1
Kalinga,132.7,133.9,1.2
Mt. Province,139.3,142.4,3.1
