Car,135.3,138.3,3
Abra,129.6,130.1,0.5
Apayao,126.4,129.8,3.4
Benguet,136.5,141.1,4.6
ifugao,140.6,141.8,1.2
Kalinga,132.8,132.9,0.1
Mt. Province,139.9,141.7,1.8
